"Header Size"           ,15              
"Model Name"            ,"DL750         "
"Comment"               ,"                                                                                                                                                                "
"BlockNumber"           ,1               
"TraceName"             ,"F_PIEZO       ","DEP_LASE      "
"BlockSize"             ,50050           ,50050           
"VUnit"                 ,"N             ","mm            "
"SampleRate"            ,50000.000000    ,50000.000000    
"HResolution"           ,2.000000e-05    ,2.000000e-05    
"HOffset"               ,-3.000000e-01   ,-3.000000e-01   
"HUnit"                 ,"s             ","s             "
"DisplayPointNo."       ,1               ,1               
"PhaseShift"            ,1               ,1               
"Date"                  ,"2023/11/13    ","2023/11/13    "
"Time"                  ,"13:06:34.73   ","13:06:34.73   "

, 2.9167E-01, 1.1256E+02,
,-5.8333E-01, 1.1264E+02,
, 8.7500E-01, 1.1265E+02,
, 2.0417E+00, 1.1266E+02,
,-1.4583E+00, 1.1258E+02,
, 8.7500E-01, 1.1253E+02,
, 2.3333E+00, 1.1258E+02,
, 1.4583E+00, 1.1257E+02,
, 8.7500E-01, 1.1266E+02,
, 8.7500E-01, 1.1265E+02,
, 1.7500E+00, 1.1261E+02,
, 3.2083E+00, 1.1255E+02,
, 1.1667E+00, 1.1261E+02,
, 1.1667E+00, 1.1258E+02,
, 1.4583E+00, 1.1262E+02,
,-8.7500E-01, 1.1262E+02,
, 1.7500E+00, 1.1266E+02,
, 3.2083E+00, 1.1258E+02,
, 8.7500E-01, 1.1257E+02,
,-2.9167E-01, 1.1257E+02,
, 1.7500E+00, 1.1258E+02,
, 8.7500E-01, 1.1264E+02,
, 2.3333E+00, 1.1261E+02,
, 1.7500E+00, 1.1266E+02,
, 8.7500E-01, 1.1257E+02,
, 5.8333E-01, 1.1256E+02,
, 8.7500E-01, 1.1255E+02,
, 1.1667E+00, 1.1261E+02,
, 1.7500E+00, 1.1265E+02,
, 2.3333E+00, 1.1264E+02,
, 2.3333E+00, 1.1263E+02,
, 1.4583E+00, 1.1257E+02,
, 2.0417E+00, 1.1258E+02,
, 1.4583E+00, 1.1253E+02,
, 1.4583E+00, 1.1262E+02,
, 1.1667E+00, 1.1261E+02,
, 0.0000E+00, 1.1264E+02,
, 1.4583E+00, 1.1259E+02,
, 1.4583E+00, 1.1256E+02,
,-2.9167E-01, 1.1255E+02,
, 1.4583E+00, 1.1258E+02,
, 2.9167E-01, 1.1268E+02,
, 1.4583E+00, 1.1264E+02,
, 2.9167E+00, 1.1262E+02,
, 8.7500E-01, 1.1255E+02,
, 1.1667E+00, 1.1258E+02,
, 2.0417E+00, 1.1252E+02,
, 1.4583E+00, 1.1262E+02,
, 5.8333E-01, 1.1264E+02,
, 1.4583E+00, 1.1262E+02,
, 8.7500E-01, 1.1259E+02,
, 2.3333E+00, 1.1253E+02,
, 2.9167E+00, 1.1255E+02,
, 2.9167E-01, 1.1258E+02,
, 5.8333E-01, 1.1262E+02,
, 1.4583E+00, 1.1262E+02,
, 1.1667E+00, 1.1266E+02,
, 1.4583E+00, 1.1254E+02,
, 1.1667E+00, 1.1258E+02,
, 1.7500E+00, 1.1254E+02,
, 2.0417E+00, 1.1260E+02,
, 1.4583E+00, 1.1262E+02,
,-2.9167E-01, 1.1263E+02,
, 1.7500E+00, 1.1259E+02,
, 1.1667E+00, 1.1257E+02,
, 2.0417E+00, 1.1258E+02,
, 1.1667E+00, 1.1254E+02,
, 1.4583E+00, 1.1264E+02,
, 2.3333E+00, 1.1262E+02,
, 1.4583E+00, 1.1264E+02,
, 8.7500E-01, 1.1258E+02,
, 8.7500E-01, 1.1255E+02,
, 5.8333E-01, 1.1253E+02,
, 8.7500E-01, 1.1260E+02,
